,Place Name,"% HI borrower, LI tract","# HI borrower, LI tract","% HI borrower, HI tract","# HI borrower, HI tract","% LI borrower, LI tract","# LI borrower, LI tract","%LI borrower, HI tract","# LI borrower, HI tract",STATEFP00,COUNTYFP00,FIPS state,Period,AREA,PERIMETER,PL06_D00_,PL06_D00_I,STATE,PLC,PLACEFP,NAME,LSAD,LSAD_TRANS,geometry,Merge Name
16,Bodega Bay CDP,0.0,0.0,0.9467089824809648,88.8,0.0,0.0,0.05329101751903519,5.0,6.0,97.0,6.0,recovery 2013-2017,0.00224514650410157,0.371997580542436,384.0,383.0,06,0291,07260,Bodega Bay,57,CDP,"POLYGON ((-123.052336 38.345123, -123.048062 38.340772, -123.044529 38.343284, -123.03719 38.346997, -123.026144 38.3453, -123.021873 38.343169, -123.017483 38.345182, -123.009867 38.345431, -123.008995 38.345087, -123.007137 38.342705, -123.005655 38.341766, -122.996885 38.34069, -122.99345 38.334602, -122.988801 38.336001, -122.986504 38.333987, -122.986387 38.333049, -122.98813 38.331514, -122.990307 38.328011, -122.991989 38.323134, -122.991959 38.321761, -122.995297 38.316151, -122.997736 38.31441, -123.001111 38.314694, -123.006433 38.313496, -123.007945 38.312741, -123.00937 38.311002, -123.007714 38.310498, -123.004408 38.303102, -123.00473 38.299325, -123.002902 38.297218, -123.002729 38.295711, -123.0029118374358 38.29570903990741, -123.0031687123245 38.29598561244289, -123.004122 38.297012, -123.0107944491288 38.30148902155439, -123.024333 38.310573, -123.037130676871 38.31324018187546, -123.038742 38.313576, -123.0399366223351 38.31329642404479, -123.051061 38.310693, -123.0527827066336 38.30714906473068, -123.0533584579609 38.30596394678114, -123.053968 38.305863, -123.054985 38.307374, -123.054665 38.309068, -123.050654 38.314562, -123.048358 38.315477, -123.0400365523438 38.31539762646484, -123.037172 38.316048, -123.03691 38.316643, -123.038566 38.317193, -123.039699 38.319093, -123.039204 38.32177, -123.037809 38.322503, -123.040597 38.326028, -123.04972 38.334088, -123.051697 38.333447, -123.0578 38.33624, -123.058469 38.335966, -123.059632 38.334272, -123.057859 38.328503, -123.055621 38.327038, -123.054923 38.326053, -123.054546 38.320057, -123.056408 38.314631, -123.057715 38.313716, -123.060824 38.31296, -123.061056 38.311839, -123.057396 38.307008, -123.05484 38.304673, -123.0525732703371 38.30356537573329, -123.0524588064495 38.3032919211123, -123.0522558136462 38.30280697060768, -123.0520826188743 38.30239320770233, -123.052021 38.302246, -123.0523811716256 38.30155115777419, -123.0534378072482 38.29951269889612, -123.053504 38.299385, -123.0554466580049 38.29896241547097, -123.0580565146007 38.29839469587355, -123.058239 38.298355, -123.0585784908812 38.29859393108224, -123.0630437733805 38.30173656270867, -123.063671 38.302178, -123.0643689778838 38.30347065022411, -123.0648528558035 38.30436678879211, -123.068904797841 38.31187095748346, -123.074684 38.322574, -123.0745610670398 38.3228226602986, -123.073783 38.323193, -123.065366 38.3188, -123.065095 38.324703, -123.065008 38.325092, -123.063598 38.332361, -123.062649 38.334729, -123.059251 38.338347, -123.058614 38.338598, -123.052336 38.345123))",Bodega Bay CDP
17,Bolinas CDP,0.7742439024390244,23.2,0.175,4.2,0.02575609756097561,0.8,0.025,0.6,6.0,41.0,6.0,recovery 2013-2017,0.000375934691026369,0.105543844998595,552.0,551.0,06,0293,07316,Bolinas,57,CDP,"POLYGON ((-122.692895 37.918825, -122.687795 37.921825, -122.688168 37.915819, -122.686672 37.913286, -122.684353 37.910653, -122.681895 37.909825, -122.682171 37.90645, -122.6922103064148 37.901800280877, -122.6931723822793 37.90135469406452, -122.693569 37.901171, -122.6937551203308 37.90102017092361, -122.7002222420023 37.89577931419262, -122.70264 37.89382, -122.710652578282 37.89733153509817, -122.716249826953 37.89978454516177, -122.716368 37.902644, -122.715224 37.903918, -122.708435 37.907734, -122.705915 37.910358, -122.706496 37.908625, -122.705426 37.907838, -122.700096 37.909325, -122.693895 37.911825, -122.690495 37.911925, -122.692895 37.918825))",Bolinas CDP
18,Boyes Hot Springs CDP,0.7349656945986867,62.4,0.1876543209876543,15.2,0.06503430540131347,5.6,0.012345679012345677,1.0,6.0,97.0,6.0,recovery 2013-2017,0.000274563334,0.0829061515912746,390.0,389.0,06,0308,07848,Boyes Hot Springs,57,CDP,"POLYGON ((-122.499692 38.321213, -122.494792 38.322913, -122.489692 38.315213, -122.489192 38.315713, -122.485792 38.316213, -122.483992 38.317113, -122.483192 38.316213, -122.481291 38.316413, -122.480991 38.315313, -122.478891 38.315313, -122.476291 38.315213, -122.475691 38.314513, -122.474891 38.313013, -122.479491 38.309814, -122.478791 38.308514, -122.478191 38.307014, -122.477891 38.306014, -122.479591 38.304632, -122.482675 38.303732, -122.483392 38.302714, -122.483692 38.302714, -122.484392 38.302614, -122.487192 38.307214, -122.494792 38.304514, -122.497792 38.310314, -122.501992 38.320413, -122.499692 38.321213))",Boyes Hot Springs CDP
19,Brisbane city,0.23211050853907994,7.6,0.6311763244801198,44.0,0.06788949146092002,2.3,0.0688236755198802,3.85,6.0,81.0,6.0,recovery 2013-2017,0.00087616649176242,0.177779435697264,617.0,616.0,06,0330,08310,Brisbane,58,city,"POLYGON ((-122.395182 37.708331, -122.393782 37.708231, -122.392682 37.708331, -122.3913738031434 37.708331, -122.3931895287176 37.70753053724935, -122.387626243085 37.67905960121041, -122.380246457188 37.66973300156554, -122.386682 37.669833, -122.392682 37.669933, -122.393194 37.669558, -122.399082 37.664333, -122.393538 37.670054, -122.393282 37.670033, -122.392313 37.671261, -122.397724 37.671452, -122.397764 37.674285, -122.408011 37.674417, -122.408378 37.684753, -122.404121 37.685359, -122.407557 37.687325, -122.410082 37.686932, -122.410178 37.686826, -122.410282 37.686532, -122.411282 37.685832, -122.414977 37.68631, -122.418456 37.687943, -122.423423 37.689423, -122.425082 37.693332, -122.424044 37.695445, -122.421491 37.698749, -122.421584 37.698832, -122.419327 37.698941, -122.41384 37.698157, -122.413882 37.698032, -122.413417 37.698032, -122.411206 37.701363, -122.412157 37.701685, -122.412109 37.701789, -122.411453 37.703193, -122.410282 37.705631, -122.407082 37.704731, -122.406955 37.704686, -122.405453 37.708245, -122.405226 37.708271, -122.395782 37.708331, -122.395182 37.708331))",Brisbane city
20,Broadmoor CDP,0.0,0.0,0.914589198203014,55.4,0.0,0.0,0.08541080179698599,5.2,6.0,81.0,6.0,recovery 2013-2017,0.000115195055500145,0.0562539336184454,624.0,623.0,06,0331,08338,Broadmoor,57,CDP,"POLYGON ((-122.479683 37.695432, -122.478883 37.694732, -122.471548 37.694661, -122.472001 37.693361, -122.472083 37.693032, -122.472383 37.692932, -122.472883 37.692233, -122.473483 37.692333, -122.474183 37.69252, -122.474183 37.693032, -122.477183 37.692833, -122.477083 37.692233, -122.476083 37.692233, -122.476183 37.691533, -122.474783 37.691533, -122.475483 37.690833, -122.475183 37.690233, -122.475292 37.689906, -122.475054 37.689465, -122.474449 37.689569, -122.474183 37.689433, -122.474083 37.688633, -122.475083 37.688252, -122.475083 37.687533, -122.475189 37.687533, -122.475291 37.685633, -122.480884 37.685933, -122.481284 37.686533, -122.488884 37.689933, -122.488684 37.692733, -122.486283 37.696232, -122.480283 37.695332, -122.479683 37.695432))",Broadmoor CDP
21,Buena Vista CDP,0.8970901859886322,36.4,0.0,0.0,0.10290981401136784,4.4,0.0,0.0,6.0,85.0,6.0,recovery 2013-2017,2.0168293999992e-05,0.0272146016889933,808.0,807.0,06,0337,08848,Buena Vista,57,CDP,"POLYGON ((-121.913771 37.323525, -121.913774 37.32326, -121.91381 37.322483, -121.913867 37.322141, -121.913867 37.321741, -121.913875 37.321541, -121.913867 37.321141, -121.913867 37.320721, -121.915467 37.318641, -121.916173 37.31857, -121.916967 37.318641, -121.917167 37.319641, -121.91733 37.319656, -121.915467 37.31997, -121.915467 37.32015, -121.919213 37.320063, -121.919234 37.320213, -121.918228 37.320263, -121.918128 37.321241, -121.919134 37.321559, -121.919183 37.320861, -121.919978 37.320861, -121.919968 37.32189, -121.919118 37.321873, -121.919105 37.322111, -121.919067 37.322841, -121.918867 37.323441, -121.917767 37.323441, -121.916467 37.323541, -121.916207 37.323512, -121.913771 37.323525))",Buena Vista CDP
22,Burbank CDP,0.6889399849798763,37.8,0.2423141470664512,22.35,0.06106001502012352,3.35,0.007685852933548784,0.7,6.0,85.0,6.0,recovery 2013-2017,5.35454649998324e-06,0.0130484575576779,804.0,803.0,06,0341,08968,Burbank,57,CDP,"POLYGON ((-121.938167 37.326941, -121.938167 37.325503, -121.937267 37.325541, -121.937192 37.32528, -121.93498 37.323193, -121.935967 37.323241, -121.937067 37.323241, -121.938259 37.323237, -121.938567 37.326941, -121.938167 37.326941))",Burbank CDP
23,Burbank CDP,0.6889399849798763,37.8,0.2423141470664512,22.35,0.06106001502012352,3.35,0.007685852933548784,0.7,6.0,85.0,6.0,recovery 2013-2017,0.000105916132499796,0.0688936278846444,805.0,804.0,06,0341,08968,Burbank,57,CDP,"POLYGON ((-121.926767 37.326841, -121.926767 37.326312, -121.926767 37.326132, -121.926767 37.325341, -121.925967 37.325241, -121.926867 37.323841, -121.926867 37.323341, -121.926767 37.322941, -121.926067 37.322941, -121.926067 37.323441, -121.925067 37.323341, -121.923867 37.323441, -121.922867 37.323341, -121.922849 37.323233, -121.922815 37.323029, -121.922267 37.319641, -121.922867 37.319641, -121.92368 37.319641, -121.923992 37.319641, -121.924867 37.319641, -121.925667 37.319741, -121.925567 37.316742, -121.925567 37.316542, -121.925467 37.316242, -121.931867 37.316142, -121.931967 37.316542, -121.931967 37.316842, -121.932067 37.317629, -121.9325 37.317296, -121.939267 37.319642, -121.939467 37.320542, -121.939367 37.321542, -121.938367 37.322141, -121.932067 37.32183, -121.932067 37.32199, -121.93215 37.322705, -121.931167 37.322541, -121.931167 37.322841, -121.930367 37.322841, -121.930267 37.323241, -121.930967 37.323241, -121.930967 37.323741, -121.932067 37.325041, -121.932067 37.324541, -121.932067 37.324141, -121.932167 37.323241, -121.933578 37.323241, -121.934521 37.323241, -121.934531 37.323644, -121.934214 37.32364, -121.934193 37.324041, -121.93406 37.324041, -121.93405 37.324331, -121.934378 37.324329, -121.934395 37.324041, -121.934867 37.324041, -121.934967 37.325341, -121.932067 37.325641, -121.932067 37.326308, -121.932067 37.326941, -121.931549 37.326941, -121.931067 37.326941, -121.930267 37.326841, -121.926767 37.326841))",Burbank CDP
24,Burlingame city,0.017829457364341085,1.5333333333333334,0.952026848536505,57.46666666666667,0.004392764857881136,0.37777777777777777,0.025750929241272737,1.9111111111111112,6.0,81.0,6.0,recovery 2013-2017,0.00115341090681692,0.247000470914399,678.0,677.0,06,0345,09066,Burlingame,58,city,"POLYGON ((-122.37565802462 37.60352937425725, -122.3602188772908 37.59250141798517, -122.3590678087006 37.59245714641164, -122.3338968655294 37.59148903967077, -122.333981 37.587535, -122.335281 37.586835, -122.335081 37.586435, -122.334181 37.585535, -122.331281 37.582835, -122.332081 37.582435, -122.335081 37.580335, -122.339381 37.577335, -122.343281 37.574635, -122.342581 37.574035, -122.350181 37.570836, -122.352682 37.569836, -122.354882 37.572136, -122.353682 37.572836, -122.353482 37.572913, -122.354208 37.574639, -122.353182 37.576936, -122.353382 37.577136, -122.356082 37.578136, -122.356382 37.578436, -122.357482 37.577336, -122.358382 37.577936, -122.359529 37.577318, -122.360616 37.578602, -122.364087 37.580541, -122.365982 37.579736, -122.368948 37.57839, -122.369148 37.578227, -122.370726 37.579603, -122.372088 37.580427, -122.372358 37.580941, -122.378782 37.578136, -122.381587 37.577507, -122.380692 37.576649, -122.382254 37.574718, -122.383883 37.574336, -122.384083 37.574216, -122.383949 37.573387, -122.386283 37.572436, -122.386875 37.573012, -122.386328 37.573818, -122.386059 37.57477, -122.389183 37.573036, -122.388283 37.574536, -122.388064 37.574558, -122.385299 37.577493, -122.384083 37.577436, -122.382083 37.577636, -122.383049 37.578048, -122.38217 37.579033, -122.381375 37.578861, -122.381371 37.57917, -122.38245 37.579936, -122.382606 37.579239, -122.383896 37.579386, -122.383783 37.579236, -122.384183 37.579136, -122.384083 37.579636, -122.384723 37.580017, -122.384483 37.580736, -122.384183 37.580636, -122.383011 37.580175, -122.383786 37.580702, -122.383583 37.580736, -122.386783 37.583136, -122.389083 37.581436, -122.387883 37.580536, -122.389983 37.578136, -122.392259 37.576961, -122.393183 37.574236, -122.394083 37.573536, -122.395083 37.573536, -122.395883 37.572936, -122.394294 37.571097, -122.393583 37.570236, -122.391983 37.568736, -122.393283 37.567936, -122.398483 37.574136, -122.397489 37.574773, -122.400588 37.578631, -122.400939 37.578953, -122.40185 37.57995, -122.402779 37.581084, -122.403988 37.581975, -122.402983 37.582636, -122.396883 37.585436, -122.393283 37.587436, -122.391283 37.589136, -122.388293 37.591557, -122.390183 37.592635, -122.387283 37.595735, -122.384983 37.597535, -122.384683 37.597735, -122.37565802462 37.60352937425725))",Burlingame city
25,Calistoga city,0.6687147996075724,44.2,0.16206896551724134,9.4,0.1312852003924276,9.2,0.03793103448275862,2.2,6.0,55.0,6.0,recovery 2013-2017,0.000692850699999914,0.144318789794721,294.0,293.0,06,0375,09892,Calistoga,58,city,"POLYGON ((-122.597694 38.594307, -122.594394 38.591107, -122.583594 38.597907, -122.577494 38.588907, -122.570793 38.585407, -122.561393 38.585307, -122.562993 38.582007, -122.565693 38.576407, -122.564793 38.574407, -122.554793 38.570007, -122.555393 38.568607, -122.557993 38.569507, -122.558793 38.570907, -122.560193 38.571807, -122.563393 38.572307, -122.567793 38.573207, -122.569093 38.571107, -122.571193 38.567907, -122.584794 38.571607, -122.589994 38.573507, -122.603795 38.580207, -122.604095 38.583007, -122.602395 38.584707, -122.601895 38.584507, -122.597694 38.589007, -122.595694 38.590307, -122.597599 38.592173, -122.598394 38.593307, -122.597694 38.594307))",Calistoga city
26,Cambrian Park CDP,0.0,0.0,0.9609653331508105,103.53333333333332,0.0,0.0,0.03903466684918959,4.8,6.0,85.0,6.0,recovery 2013-2017,0.000157657554999913,0.0810883987880616,844.0,843.0,06,0387,10088,Cambrian Park,57,CDP,"POLYGON ((-121.933966 37.261843, -121.933066 37.260143, -121.932566 37.260143, -121.931464 37.259307, -121.931466 37.261643, -121.928666 37.261743, -121.92918 37.25961, -121.928697 37.259285, -121.927503 37.261271, -121.927036 37.261743, -121.924966 37.261743, -121.923266 37.261643, -121.922366 37.261643, -121.922266 37.260343, -121.922166 37.258143, -121.922266 37.256443, -121.923366 37.255943, -121.923266 37.254543, -121.923866 37.254443, -121.917866 37.254243, -121.917866 37.250843, -121.922266 37.250743, -121.926866 37.250643, -121.926966 37.249343, -121.931231 37.251192, -121.931366 37.251256, -121.931366 37.253443, -121.931566 37.253943, -121.931366 37.255643, -121.931466 37.256243, -121.940467 37.256343, -121.940467 37.258043, -121.940467 37.259643, -121.939767 37.260043, -121.938967 37.259943, -121.937467 37.260043, -121.938067 37.263743, -121.935567 37.262243, -121.933966 37.261843))",Cambrian Park CDP
27,Campbell city,0.14230970243392552,8.6,0.8057189749148908,62.31764705882353,0.010631474036662723,0.6470588235294118,0.041339848614521016,3.6705882352941175,6.0,85.0,6.0,recovery 2013-2017,0.00150314034899941,0.332866221267594,824.0,823.0,06,0390,10345,Campbell,58,city,"POLYGON ((-121.943967 37.306942, -121.943967 37.305042, -121.94367 37.305029, -121.943467 37.305042, -121.943567 37.303142, -121.941469 37.303138, -121.941067 37.303142, -121.940867 37.305042, -121.940127 37.305167, -121.938667 37.302322, -121.938667 37.301842, -121.940767 37.299842, -121.940767 37.299142, -121.939767 37.296642, -121.938667 37.294242, -121.937667 37.294242, -121.935967 37.294242, -121.931867 37.297942, -121.931867 37.297042, -121.931867 37.294242, -121.922766 37.294342, -121.92149 37.294342, -121.921066 37.294342, -121.918866 37.294342, -121.920466 37.29261, -121.920466 37.291542, -121.919366 37.291442, -121.919366 37.291242, -121.921066 37.291042, -121.921766 37.291042, -121.922766 37.291442, -121.922766 37.290142, -121.922746 37.286542, -121.922548 37.282981, -121.922466 37.282242, -121.923366 37.281142, -121.931767 37.281942, -121.931867 37.282642, -121.935867 37.279143, -121.935167 37.277643, -121.935055 37.277362, -121.934967 37.277143, -121.936761 37.276627, -121.936831 37.276901, -121.938632 37.276474, -121.938313 37.275923, -121.942922 37.276054, -121.943385 37.275798, -121.943224 37.274459, -121.941994 37.274396, -121.945467 37.272443, -121.946467 37.269943, -121.944467 37.268643, -121.943111 37.266856, -121.943038 37.266799, -121.942309 37.266458, -121.942667 37.265043, -121.943167 37.265143, -121.943923 37.263486, -121.944474 37.263523, -121.943854 37.262773, -121.948567 37.257443, -121.948767 37.262143, -121.949251 37.262808, -121.950296 37.263222, -121.95386 37.258217, -121.953637 37.258542, -121.958094 37.260799, -121.961867 37.261843, -121.960967 37.262843, -121.962868 37.263143, -121.962568 37.263843, -121.972068 37.263743, -121.973768 37.265143, -121.974768 37.265043, -121.97472 37.265007, -121.974838 37.265037, -121.979068 37.264843, -121.982068 37.264943, -121.982268 37.264743, -121.985668 37.264143, -121.992069 37.262843, -121.990469 37.266343, -121.990969 37.269143, -121.986768 37.267043, -121.986468 37.266243, -121.985568 37.266543, -121.984068 37.266743, -121.982068 37.267243, -121.982368 37.267843, -121.982668 37.267643, -121.983168 37.269043, -121.982273 37.270783, -121.981568 37.271043, -121.982168 37.273443, -121.982668 37.273343, -121.982568 37.276243, -121.979768 37.276343, -121.979768 37.278843, -121.979368 37.278843, -121.977268 37.278943, -121.976968 37.278043, -121.976468 37.277443, -121.976168 37.277243, -121.971568 37.277143, -121.971368 37.277043, -121.970768 37.277043, -121.964668 37.278643, -121.964768 37.281843, -121.965168 37.281843, -121.966468 37.281843, -121.966468 37.284042, -121.965668 37.284042, -121.965668 37.286642, -121.968268 37.286342, -121.974168 37.286042, -121.976768 37.284143, -121.976668 37.283443, -121.983169 37.283243, -121.983269 37.285842, -121.984069 37.286042, -121.979968 37.289842, -121.982069 37.291342, -121.980969 37.292242, -121.976768 37.289742, -121.976768 37.290442, -121.974168 37.290542, -121.970668 37.290642, -121.970668 37.291442, -121.970768 37.293042, -121.970768 37.293842, -121.970768 37.294842, -121.962868 37.295542, -121.962868 37.295242, -121.960968 37.295242, -121.96128 37.295943, -121.961968 37.295942, -121.962724 37.295942, -121.962208 37.297996, -121.959172 37.297875, -121.959168 37.295342, -121.950067 37.295542, -121.950067 37.295142, -121.947667 37.295142, -121.944767 37.295242, -121.944867 37.297442, -121.944767 37.297842, -121.945596 37.29785, -121.945567 37.305242, -121.945567 37.306942, -121.943967 37.306942))",Campbell city
