Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone
6055201001,"Census Tract 2010.01, Napa County, California",8558,432,5783,3310,535,1377,2775,1532,0,8,74
6055201002,"Census Tract 2010.02, Napa County, California",8232,480,6576,2670,603,2756,1656,945,0,0,81
6055201100,"Census Tract 2011, Napa County, California",3630,328,3325,3121,0,144,305,61,0,0,0
6055201200,"Census Tract 2012, Napa County, California",4901,378,3629,3210,51,222,1272,466,0,19,0
6055201300,"Census Tract 2013, Napa County, California",3273,27,2878,2706,23,89,395,294,0,0,0
6055201400,"Census Tract 2014, Napa County, California",7071,534,6825,6333,29,129,246,173,0,0,25
6055201500,"Census Tract 2015, Napa County, California",2090,387,1590,1483,64,23,500,386,0,15,0
6055201600,"Census Tract 2016, Napa County, California",5909,117,4372,4151,32,109,1537,1018,52,20,0
6055201700,"Census Tract 2017, Napa County, California",6356,730,5401,4324,207,712,955,446,0,0,39
6055201800,"Census Tract 2018, Napa County, California",1663,178,1362,1362,0,0,301,217,0,33,0
6055201900,"Census Tract 2019, Napa County, California",1044,214,870,870,0,0,174,125,0,0,0
6055202000,"Census Tract 2020, Napa County, California",5178,20,2777,2669,0,16,2401,2045,0,13,0
6057000102,"Census Tract 1.02, Nevada County, California",6272,519,5747,5459,46,29,525,444,0,0,0
6057000103,"Census Tract 1.03, Nevada County, California",8109,557,7722,7198,30,267,387,117,0,0,0
6057000104,"Census Tract 1.04, Nevada County, California",3413,285,3295,3131,0,60,118,43,42,0,0
6057000105,"Census Tract 1.05, Nevada County, California",2840,370,2780,2698,0,0,60,25,0,0,0
6057000200,"Census Tract 2, Nevada County, California",2463,269,2412,2378,0,6,51,15,0,0,0
6057000300,"Census Tract 3, Nevada County, California",2380,226,2221,2095,0,45,159,100,0,21,0
6057000401,"Census Tract 4.01, Nevada County, California",6069,552,5738,5625,0,53,331,112,0,0,0
6057000402,"Census Tract 4.02, Nevada County, California",6294,579,6112,5723,0,62,182,96,0,0,0
6057000501,"Census Tract 5.01, Nevada County, California",5691,541,5332,5002,127,0,359,344,0,0,0
6057000502,"Census Tract 5.02, Nevada County, California",4815,475,4510,4312,38,125,305,244,0,0,0
6057000600,"Census Tract 6, Nevada County, California",5959,452,5153,4735,0,201,806,274,0,505,0
6057000701,"Census Tract 7.01, Nevada County, California",8497,709,7867,7618,46,61,630,592,0,0,0
6057000702,"Census Tract 7.02, Nevada County, California",3737,240,3601,3354,0,119,136,87,0,0,0
6057000801,"Census Tract 8.01, Nevada County, California",4720,445,4522,4203,0,0,198,99,0,0,0
6057000802,"Census Tract 8.02, Nevada County, California",6454,486,5971,5753,0,67,483,376,14,44,0
6057000900,"Census Tract 9, Nevada County, California",3226,395,3139,3026,0,28,87,65,0,0,0
6057001201,"Census Tract 12.01, Nevada County, California",10348,701,8300,7739,172,140,2048,966,0,0,24
6057001202,"Census Tract 12.02, Nevada County, California",5776,689,5371,5158,0,0,405,330,0,24,0
6059001101,"Census Tract 11.01, Orange County, California",4582,413,2684,2384,89,121,1898,646,0,35,0
6059001102,"Census Tract 11.02, Orange County, California",3178,277,1283,1135,42,106,1895,466,19,0,0
6059001103,"Census Tract 11.03, Orange County, California",4339,405,1759,1338,88,102,2580,699,0,25,47
6059001201,"Census Tract 12.01, Orange County, California",5777,588,1435,728,99,490,4342,1104,0,0,0
6059001202,"Census Tract 12.02, Orange County, California",3275,392,496,467,0,29,2779,1080,0,15,0
6059001301,"Census Tract 13.01, Orange County, California",5998,439,3693,2952,307,414,2305,527,20,10,0
6059001303,"Census Tract 13.03, Orange County, California",5891,506,2036,1579,50,260,3855,1433,0,0,12
6059001304,"Census Tract 13.04, Orange County, California",3565,398,1189,936,121,8,2376,666,0,0,0
6059001401,"Census Tract 14.01, Orange County, California",4929,723,2226,1988,61,136,2703,1405,16,20,0
6059001402,"Census Tract 14.02, Orange County, California",5095,330,2251,1921,76,178,2844,1387,31,0,0
6059001403,"Census Tract 14.03, Orange County, California",3632,300,2577,2270,37,136,1055,354,21,14,0
6059001404,"Census Tract 14.04, Orange County, California",3796,388,1050,876,0,153,2746,946,0,19,0
6059001501,"Census Tract 15.01, Orange County, California",5948,295,4950,4032,0,829,998,437,0,49,0
6059001503,"Census Tract 15.03, Orange County, California",4695,390,3200,2657,42,379,1495,646,0,0,0
6059001504,"Census Tract 15.04, Orange County, California",4531,323,2863,2293,72,477,1668,977,0,0,0
6059001505,"Census Tract 15.05, Orange County, California",6654,320,5587,4277,341,847,1067,440,0,0,0
6059001506,"Census Tract 15.06, Orange County, California",3965,257,3204,2809,11,343,761,413,0,0,0
6059001507,"Census Tract 15.07, Orange County, California",4181,361,3187,2184,67,837,994,362,13,0,21
6059001601,"Census Tract 16.01, Orange County, California",7539,606,5603,4149,25,1108,1936,784,0,0,0
6059001602,"Census Tract 16.02, Orange County, California",4677,219,4112,2907,18,955,565,357,0,0,26
6059001704,"Census Tract 17.04, Orange County, California",6904,321,6301,1629,381,4223,603,350,0,0,30
6059001705,"Census Tract 17.05, Orange County, California",4404,408,2530,1627,67,796,1874,766,12,0,0
6059001706,"Census Tract 17.06, Orange County, California",3125,342,2823,1871,169,729,302,155,0,0,13
6059001707,"Census Tract 17.07, Orange County, California",7390,420,6913,1783,366,4674,477,451,0,0,0
6059001708,"Census Tract 17.08, Orange County, California",3639,175,3011,1701,13,1189,628,405,0,0,28
6059001801,"Census Tract 18.01, Orange County, California",5326,492,2360,848,411,1038,2966,928,0,22,0
6059001802,"Census Tract 18.02, Orange County, California",7155,577,3387,2141,184,806,3768,1082,21,0,0
6059001901,"Census Tract 19.01, Orange County, California",3157,501,2336,877,329,1069,821,489,0,0,14
6059001902,"Census Tract 19.02, Orange County, California",3061,292,1949,1313,21,447,1112,679,0,0,0
6059001903,"Census Tract 19.03, Orange County, California",3475,257,2007,1274,7,612,1468,554,0,350,0
6059011000,"Census Tract 110, Orange County, California",6544,358,4426,3338,166,829,2118,460,0,23,0
6059011101,"Census Tract 111.01, Orange County, California",3992,355,2019,1407,188,378,1973,652,0,7,0
6059011102,"Census Tract 111.02, Orange County, California",4711,470,1939,1310,116,398,2772,1472,22,0,27
6059011200,"Census Tract 112, Orange County, California",3700,353,2725,2233,61,331,975,318,0,17,0
6059011300,"Census Tract 113, Orange County, California",4120,444,3355,2532,197,437,765,270,0,13,0
6059011401,"Census Tract 114.01, Orange County, California",1835,180,1471,1266,44,128,364,254,0,0,0
6059011402,"Census Tract 114.02, Orange County, California",2265,141,1874,1488,0,209,391,352,0,0,0
6059011403,"Census Tract 114.03, Orange County, California",5378,479,2814,2123,141,430,2564,1019,0,24,0
6059011502,"Census Tract 115.02, Orange County, California",3977,273,2156,1473,0,600,1821,953,0,0,0
6059011503,"Census Tract 115.03, Orange County, California",1596,191,1464,1030,42,267,132,43,0,0,0
6059011504,"Census Tract 115.04, Orange County, California",5038,517,4165,2454,450,1011,873,292,34,15,0
6059011601,"Census Tract 116.01, Orange County, California",7725,723,2445,1244,302,597,5280,1184,0,0,13
6059011602,"Census Tract 116.02, Orange County, California",5751,531,1299,996,90,111,4452,1825,0,12,27
6059011707,"Census Tract 117.07, Orange County, California",5908,458,4939,3212,120,1250,969,397,0,0,26
6059011708,"Census Tract 117.08, Orange County, California",4264,385,3409,2509,275,578,855,300,0,0,28
6059011709,"Census Tract 117.09, Orange County, California",4088,187,3391,2942,0,330,697,264,0,36,0
6059011710,"Census Tract 117.10, Orange County, California",3511,187,2855,2116,25,714,656,605,0,0,0
6059011711,"Census Tract 117.11, Orange County, California",6656,591,3310,2315,0,855,3346,1569,0,12,0
6059011712,"Census Tract 117.12, Orange County, California",4681,473,2645,1623,171,725,2036,1028,19,50,47
6059011714,"Census Tract 117.14, Orange County, California",312,323,57,57,0,0,255,215,0,0,0
6059011715,"Census Tract 117.15, Orange County, California",7199,617,6116,5384,0,703,1083,634,0,33,35
6059011716,"Census Tract 117.16, Orange County, California",5277,326,3869,2021,75,1689,1408,520,0,0,0
6059011717,"Census Tract 117.17, Orange County, California",2782,167,2286,1951,0,321,496,306,0,0,0
6059011718,"Census Tract 117.18, Orange County, California",3483,212,2887,2141,0,363,596,432,12,0,0
6059011720,"Census Tract 117.20, Orange County, California",7802,652,749,373,128,170,7053,2912,39,28,0
6059011721,"Census Tract 117.21, Orange County, California",4499,444,1861,1290,132,381,2638,952,0,7,34
6059011722,"Census Tract 117.22, Orange County, California",2541,241,1971,1383,27,418,570,410,0,0,0
6059021802,"Census Tract 218.02, Orange County, California",7359,521,6032,5244,29,523,1327,625,55,0,0
6059021807,"Census Tract 218.07, Orange County, California",4006,360,3249,2535,261,341,757,352,0,19,0
6059021809,"Census Tract 218.09, Orange County, California",2929,182,2499,2037,0,107,430,321,0,0,0
6059021810,"Census Tract 218.10, Orange County, California",3660,189,2809,2427,109,178,851,556,0,0,0
6059021812,"Census Tract 218.12, Orange County, California",5684,394,4093,3155,38,741,1591,913,0,0,29
6059021813,"Census Tract 218.13, Orange County, California",0,132,0,0,0,0,0,0,0,0,0
6059021814,"Census Tract 218.14, Orange County, California",6579,324,5942,4094,164,1514,637,317,0,0,0
6059021815,"Census Tract 218.15, Orange County, California",7322,299,6161,3857,165,2031,1161,641,11,0,0
6059021816,"Census Tract 218.16, Orange County, California",5152,382,4801,4389,0,312,351,220,0,0,0
6059021817,"Census Tract 218.17, Orange County, California",3884,262,3308,2682,284,137,576,282,0,0,0
6059021820,"Census Tract 218.20, Orange County, California",4505,300,3738,2433,0,1258,767,370,0,30,0
6059021821,"Census Tract 218.21, Orange County, California",5827,479,4368,2891,0,1422,1459,668,0,60,10
6059021822,"Census Tract 218.22, Orange County, California",6041,404,5211,3691,381,920,830,460,47,71,0
6059021823,"Census Tract 218.23, Orange County, California",3228,285,2766,2331,21,373,462,158,0,54,0
6059021824,"Census Tract 218.24, Orange County, California",2799,184,2542,1947,49,516,257,95,0,0,0
6059021825,"Census Tract 218.25, Orange County, California",3374,172,3073,2499,0,538,301,194,0,0,0
6059021826,"Census Tract 218.26, Orange County, California",2540,226,2300,1838,0,310,240,214,0,0,0
6059021827,"Census Tract 218.27, Orange County, California",3406,249,3065,2253,82,491,341,259,0,0,0
6059021828,"Census Tract 218.28, Orange County, California",4648,274,4040,3118,148,553,608,444,24,0,0
6059021829,"Census Tract 218.29, Orange County, California",5455,286,4891,3528,159,1071,564,345,0,0,0
6059021830,"Census Tract 218.30, Orange County, California",6003,290,5403,4524,56,728,600,444,0,0,23
6059021903,"Census Tract 219.03, Orange County, California",3636,284,2420,1750,69,442,1216,572,0,0,0
6059021905,"Census Tract 219.05, Orange County, California",5289,260,4360,3532,103,620,929,521,7,76,30
6059021912,"Census Tract 219.12, Orange County, California",5203,255,4349,3452,30,794,854,401,0,0,0
6059021913,"Census Tract 219.13, Orange County, California",10180,1053,2916,1943,79,703,7264,2133,0,0,0
6059021914,"Census Tract 219.14, Orange County, California",4897,802,3252,2535,16,576,1645,1068,0,15,0
6059021915,"Census Tract 219.15, Orange County, California",3597,280,3084,2386,94,489,513,340,0,0,18
6059021916,"Census Tract 219.16, Orange County, California",3437,211,2993,2242,51,663,444,280,0,9,0
6059021917,"Census Tract 219.17, Orange County, California",3717,305,3227,2967,0,203,490,389,0,7,13
6059021918,"Census Tract 219.18, Orange County, California",5245,377,3999,3185,69,677,1246,960,0,0,0
6059021919,"Census Tract 219.19, Orange County, California",2561,177,2248,1973,0,251,313,205,0,0,0
6059021920,"Census Tract 219.20, Orange County, California",6623,416,5982,4695,87,1159,641,383,0,0,0
6059021921,"Census Tract 219.21, Orange County, California",4613,294,4256,2889,39,916,357,236,0,11,0
6059021922,"Census Tract 219.22, Orange County, California",4866,361,4292,3206,142,737,574,258,0,0,0
6059021923,"Census Tract 219.23, Orange County, California",6603,450,5601,3891,83,1521,1002,672,0,0,32
6059021924,"Census Tract 219.24, Orange County, California",4450,302,3521,2434,66,818,929,236,0,34,65
6059032002,"Census Tract 320.02, Orange County, California",5654,479,4756,4308,0,304,898,513,0,0,0
6059032003,"Census Tract 320.03, Orange County, California",5045,262,4262,3651,15,325,783,272,0,0,0
6059032011,"Census Tract 320.11, Orange County, California",2125,378,1815,1815,0,0,310,116,0,0,0
6059032012,"Census Tract 320.12, Orange County, California",3801,255,3356,2728,22,244,445,267,0,0,0
6059032013,"Census Tract 320.13, Orange County, California",4806,316,4142,3685,10,213,664,457,0,0,0
6059032014,"Census Tract 320.14, Orange County, California",6667,1166,2704,1943,31,585,3963,1091,16,38,27
6059032015,"Census Tract 320.15, Orange County, California",6508,491,5197,4187,215,661,1311,682,0,44,0
6059032020,"Census Tract 320.20, Orange County, California",6242,314,5215,4575,66,356,1027,469,0,11,0
6059032022,"Census Tract 320.22, Orange County, California",6238,549,4028,3133,155,509,2210,785,0,6,0
6059032023,"Census Tract 320.23, Orange County, California",10531,543,9403,8314,76,669,1128,607,0,0,11
6059032027,"Census Tract 320.27, Orange County, California",5874,608,3520,2693,0,636,2354,782,86,37,29
6059032028,"Census Tract 320.28, Orange County, California",2952,240,2100,1718,13,238,852,255,15,10,0
6059032029,"Census Tract 320.29, Orange County, California",4263,211,3416,2666,203,528,847,145,0,0,0
6059032030,"Census Tract 320.30, Orange County, California",3629,306,3027,2581,0,366,602,288,0,71,0
6059032031,"Census Tract 320.31, Orange County, California",3420,237,2939,2599,11,272,481,273,0,0,0
6059032032,"Census Tract 320.32, Orange County, California",3143,151,2768,2260,22,346,375,235,0,69,0
6059032033,"Census Tract 320.33, Orange County, California",3354,256,2945,2235,56,499,409,232,0,0,11
6059032034,"Census Tract 320.34, Orange County, California",6401,273,5666,4918,93,524,735,531,14,0,0
6059032035,"Census Tract 320.35, Orange County, California",2347,345,2300,2121,129,28,47,20,0,0,0
6059032036,"Census Tract 320.36, Orange County, California",3516,190,2920,2482,0,328,596,469,0,0,0
6059032037,"Census Tract 320.37, Orange County, California",4742,263,4584,4234,89,199,158,131,0,11,0
6059032038,"Census Tract 320.38, Orange County, California",7087,424,6267,4779,46,1228,820,450,0,37,0
6059032039,"Census Tract 320.39, Orange County, California",6346,453,5245,4506,0,625,1101,503,0,0,45
6059032040,"Census Tract 320.40, Orange County, California",2657,121,2402,2089,29,234,255,202,0,0,0
6059032041,"Census Tract 320.41, Orange County, California",1171,271,966,936,0,30,205,66,0,0,0
6059032042,"Census Tract 320.42, Orange County, California",6129,280,5339,4920,56,198,790,642,0,0,14
6059032043,"Census Tract 320.43, Orange County, California",4140,160,3677,3314,44,138,463,454,0,0,0
6059032044,"Census Tract 320.44, Orange County, California",6712,437,6158,5754,67,247,554,330,0,0,0
6059032045,"Census Tract 320.45, Orange County, California",3606,218,3374,3078,0,147,232,197,0,0,0
6059032046,"Census Tract 320.46, Orange County, California",7573,466,7266,6540,131,268,307,239,0,0,0
6059032047,"Census Tract 320.47, Orange County, California",3838,260,3113,2322,106,370,725,268,0,0,25
6059032048,"Census Tract 320.48, Orange County, California",5679,303,4848,4385,70,253,831,385,0,0,25
6059032049,"Census Tract 320.49, Orange County, California",9783,369,8366,7053,204,1028,1417,869,0,0,29
6059032050,"Census Tract 320.50, Orange County, California",5121,301,4165,3539,70,266,956,670,0,0,0
6059032051,"Census Tract 320.51, Orange County, California",4441,375,3382,2757,58,493,1059,559,0,0,0
6059032052,"Census Tract 320.52, Orange County, California",21527,986,18377,15724,246,2050,3150,1293,0,15,121
6059032053,"Census Tract 320.53, Orange County, California",8355,549,7270,5805,114,1016,1085,455,0,0,15
6059032054,"Census Tract 320.54, Orange County, California",5516,424,4648,3846,43,422,868,281,0,0,0
6059032055,"Census Tract 320.55, Orange County, California",4359,327,3245,2969,13,263,1114,575,0,0,14
6059032056,"Census Tract 320.56, Orange County, California",7708,316,6800,5406,145,939,908,483,0,22,18
6059042103,"Census Tract 421.03, Orange County, California",6841,655,6248,6061,0,62,593,437,0,19,0
6059042106,"Census Tract 421.06, Orange County, California",1459,303,1433,1313,0,0,26,14,0,0,0
6059042107,"Census Tract 421.07, Orange County, California",3170,341,2077,1819,8,45,1093,519,0,0,0
6059042108,"Census Tract 421.08, Orange County, California",5475,435,4304,3991,0,92,1171,299,0,0,48
6059042109,"Census Tract 421.09, Orange County, California",5006,421,4378,3488,0,564,628,430,0,0,0
6059042111,"Census Tract 421.11, Orange County, California",6446,356,5856,5394,0,327,590,290,0,65,0
6059042112,"Census Tract 421.12, Orange County, California",6450,321,5884,5326,14,238,566,295,0,21,10
6059042113,"Census Tract 421.13, Orange County, California",5621,402,5060,4469,83,229,561,209,0,10,30
6059042114,"Census Tract 421.14, Orange County, California",4274,334,3454,3156,89,104,820,331,0,33,0
6059042201,"Census Tract 422.01, Orange County, California",5878,501,4886,4575,25,98,992,713,0,0,0
6059042203,"Census Tract 422.03, Orange County, California",5515,458,4814,4310,0,312,701,402,96,0,10
6059042205,"Census Tract 422.05, Orange County, California",6626,420,5441,4934,116,117,1185,481,0,0,0
6059042206,"Census Tract 422.06, Orange County, California",2951,267,2690,2525,0,84,261,150,0,0,0
6059042305,"Census Tract 423.05, Orange County, California",3472,372,3287,3117,8,138,185,86,0,0,0
6059042307,"Census Tract 423.07, Orange County, California",7013,447,5206,4270,0,600,1807,821,0,77,0
6059042310,"Census Tract 423.10, Orange County, California",7112,572,4698,4443,0,183,2414,1126,8,31,0
6059042311,"Census Tract 423.11, Orange County, California",5738,401,4909,4502,39,159,829,315,0,0,18
6059042312,"Census Tract 423.12, Orange County, California",6358,698,1922,1480,18,53,4436,1491,0,11,0
6059042313,"Census Tract 423.13, Orange County, California",7198,551,5385,4821,14,152,1813,840,0,0,0
6059042315,"Census Tract 423.15, Orange County, California",6161,567,5490,4862,57,357,671,381,0,0,22
6059042317,"Census Tract 423.17, Orange County, California",3334,245,3169,2784,59,242,165,54,0,0,12
6059042319,"Census Tract 423.19, Orange County, California",3434,245,3222,2758,12,360,212,203,0,0,0
6059042320,"Census Tract 423.20, Orange County, California",4969,486,4024,3015,346,596,945,259,0,12,0
6059042323,"Census Tract 423.23, Orange County, California",4948,445,4550,4472,0,78,398,121,0,0,18
6059042324,"Census Tract 423.24, Orange County, California",4487,432,4199,3789,42,283,288,115,29,0,0
6059042325,"Census Tract 423.25, Orange County, California",3425,315,3228,2832,43,259,197,121,0,10,0
6059042326,"Census Tract 423.26, Orange County, California",5013,359,4316,3437,121,610,697,271,0,0,0
6059042327,"Census Tract 423.27, Orange County, California",5265,591,4201,3472,179,298,1064,493,0,17,0
6059042328,"Census Tract 423.28, Orange County, California",2473,258,2312,2105,0,142,161,0,0,0,0
6059042329,"Census Tract 423.29, Orange County, California",4280,290,3762,3275,23,359,518,364,0,0,4
6059042330,"Census Tract 423.30, Orange County, California",6375,527,5200,4391,138,429,1175,720,0,0,0
6059042331,"Census Tract 423.31, Orange County, California",5359,602,4806,3778,630,316,553,492,0,0,0
6059042332,"Census Tract 423.32, Orange County, California",5458,496,5152,4155,0,482,306,293,0,0,0
6059042333,"Census Tract 423.33, Orange County, California",4107,329,3862,3402,0,371,245,138,0,0,0
6059042334,"Census Tract 423.34, Orange County, California",5250,645,3996,2937,214,767,1254,591,0,0,12
6059042335,"Census Tract 423.35, Orange County, California",4963,346,4530,3498,82,725,433,275,0,0,0
6059042336,"Census Tract 423.36, Orange County, California",4504,230,4182,3463,56,522,322,166,0,12,0
6059042337,"Census Tract 423.37, Orange County, California",3896,251,3680,3099,10,500,216,99,0,28,0
6059042338,"Census Tract 423.38, Orange County, California",5108,405,4657,4404,0,156,451,220,0,0,0
6059042339,"Census Tract 423.39, Orange County, California",3147,286,2848,2595,85,70,299,201,0,0,0
6059052404,"Census Tract 524.04, Orange County, California",822,249,401,340,25,18,421,43,11,0,0
6059052408,"Census Tract 524.08, Orange County, California",6588,355,6075,5441,78,388,513,116,0,18,20
6059052410,"Census Tract 524.10, Orange County, California",5224,398,3877,2814,128,877,1347,528,0,0,23
6059052411,"Census Tract 524.11, Orange County, California",4550,293,2881,2291,0,383,1669,546,0,0,3
6059052415,"Census Tract 524.15, Orange County, California",4157,300,3625,3262,51,184,532,460,11,13,0
6059052416,"Census Tract 524.16, Orange County, California",4148,379,2697,1881,46,466,1451,690,27,0,0
6059052417,"Census Tract 524.17, Orange County, California",6824,423,6165,3763,0,2201,659,548,0,0,0
6059052418,"Census Tract 524.18, Orange County, California",7685,431,6929,3253,98,3271,756,386,0,34,0
6059052419,"Census Tract 524.19, Orange County, California",3436,168,3118,1818,119,1037,318,294,0,0,0
6059052420,"Census Tract 524.20, Orange County, California",20324,682,18859,7843,364,9792,1465,1029,0,0,11
6059052421,"Census Tract 524.21, Orange County, California",5122,249,4751,3196,53,1419,371,319,0,0,0
6059052422,"Census Tract 524.22, Orange County, California",4212,351,3479,2687,79,560,733,329,0,0,18
6059052423,"Census Tract 524.23, Orange County, California",4743,411,4127,2828,181,775,616,237,0,0,0
6059052424,"Census Tract 524.24, Orange County, California",4881,343,3846,3050,0,625,1035,569,122,0,21
6059052425,"Census Tract 524.25, Orange County, California",5377,509,4514,3024,218,975,863,260,0,12,0
6059052426,"Census Tract 524.26, Orange County, California",5255,302,4683,3690,51,758,572,150,8,0,0
6059052427,"Census Tract 524.27, Orange County, California",5331,279,4539,3443,77,891,792,314,0,0,0
6059052428,"Census Tract 524.28, Orange County, California",6197,352,5317,4404,235,576,880,455,25,0,0
6059052502,"Census Tract 525.02, Orange County, California",6091,460,4891,3519,105,1054,1200,599,0,0,0
6059052505,"Census Tract 525.05, Orange County, California",4651,399,3940,2551,30,1147,711,570,50,0,0
6059052506,"Census Tract 525.06, Orange County, California",2701,180,2388,1291,83,896,313,152,93,0,0
6059052511,"Census Tract 525.11, Orange County, California",5366,433,5187,3718,68,1188,179,132,0,33,0
6059052513,"Census Tract 525.13, Orange County, California",6475,398,5772,3596,0,2026,703,523,0,0,0
6059052514,"Census Tract 525.14, Orange County, California",5300,344,4703,3147,49,1490,597,540,0,0,0
6059052515,"Census Tract 525.15, Orange County, California",7374,625,6823,3004,0,3635,551,340,0,0,0
6059052517,"Census Tract 525.17, Orange County, California",9955,624,9240,4789,255,3846,715,433,0,0,7
6059052518,"Census Tract 525.18, Orange County, California",1106,198,1075,863,8,182,31,31,0,0,0
6059052519,"Census Tract 525.19, Orange County, California",4191,360,3825,2411,77,1162,366,253,9,0,15
6059052520,"Census Tract 525.20, Orange County, California",3832,240,3494,2651,96,705,338,262,0,0,0
6059052521,"Census Tract 525.21, Orange County, California",4599,496,3975,1751,346,1755,624,278,163,0,16
6059052522,"Census Tract 525.22, Orange County, California",4020,286,3734,1584,130,1870,286,223,0,0,10
6059052523,"Census Tract 525.23, Orange County, California",4576,491,4025,1804,56,2068,551,284,0,0,20
6059052524,"Census Tract 525.24, Orange County, California",7469,497,6257,3956,228,1796,1212,615,0,0,0
6059052525,"Census Tract 525.25, Orange County, California",14259,591,13110,6195,491,5865,1149,880,0,5,0
6059052526,"Census Tract 525.26, Orange County, California",4460,387,4073,2027,197,1648,387,227,0,0,0
6059052527,"Census Tract 525.27, Orange County, California",8534,553,7284,3292,145,3497,1250,1048,0,0,27
6059052528,"Census Tract 525.28, Orange County, California",3344,220,2977,1585,65,1108,367,252,0,0,0
6059062604,"Census Tract 626.04, Orange County, California",14174,776,13438,9183,61,3741,736,469,0,24,13
6059062605,"Census Tract 626.05, Orange County, California",3223,339,2817,2659,0,82,406,393,0,0,0
6059062610,"Census Tract 626.10, Orange County, California",5630,535,5168,3700,148,1112,462,380,0,0,0
6059062611,"Census Tract 626.11, Orange County, California",3094,295,2891,1719,21,1112,203,126,0,0,0
6059062612,"Census Tract 626.12, Orange County, California",7214,445,6920,5204,0,1447,294,294,0,0,0
6059062614,"Census Tract 626.14, Orange County, California",18118,2793,15908,6968,531,7719,2210,1063,40,0,73
6059062619,"Census Tract 626.19, Orange County, California",4177,322,3853,3606,0,174,324,218,0,0,8
6059062620,"Census Tract 626.20, Orange County, California",4881,509,4661,4446,0,175,220,167,0,0,0
6059062621,"Census Tract 626.21, Orange County, California",5234,476,4043,3473,11,456,1191,830,10,0,0
6059062622,"Census Tract 626.22, Orange County, California",4491,402,3858,3515,13,293,633,285,0,0,0
6059062623,"Census Tract 626.23, Orange County, California",6769,363,6525,6035,48,378,244,227,0,0,0
6059062625,"Census Tract 626.25, Orange County, California",4203,561,2812,2285,0,274,1391,467,0,0,0
6059062626,"Census Tract 626.26, Orange County, California",2200,325,1887,969,0,862,313,218,0,0,0
6059062627,"Census Tract 626.27, Orange County, California",3186,374,3054,1712,7,1271,132,91,0,0,0
6059062628,"Census Tract 626.28, Orange County, California",3683,518,3452,1935,30,1313,231,96,0,11,0
6059062629,"Census Tract 626.29, Orange County, California",3097,349,2923,2188,0,722,174,167,0,0,0
6059062630,"Census Tract 626.30, Orange County, California",1708,224,1675,1265,22,388,33,33,0,0,0
6059062631,"Census Tract 626.31, Orange County, California",3240,194,3057,2294,11,733,183,161,0,0,0
6059062632,"Census Tract 626.32, Orange County, California",4486,376,4016,3477,57,388,470,214,48,12,0
6059062633,"Census Tract 626.33, Orange County, California",4354,239,4024,3238,0,648,330,276,0,0,0
6059062634,"Census Tract 626.34, Orange County, California",4805,217,4359,3514,108,527,446,332,0,0,0
6059062635,"Census Tract 626.35, Orange County, California",3800,241,3183,2479,22,523,617,313,0,0,54
6059062636,"Census Tract 626.36, Orange County, California",3727,221,2914,2088,95,599,813,252,0,0,0
6059062637,"Census Tract 626.37, Orange County, California",3866,401,3371,2514,279,492,495,169,0,0,0
6059062638,"Census Tract 626.38, Orange County, California",5994,434,5033,3862,48,1055,961,466,0,0,0
6059062639,"Census Tract 626.39, Orange County, California",6192,352,5377,3912,311,843,815,569,15,0,30
6059062640,"Census Tract 626.40, Orange County, California",2806,250,2543,1787,169,484,263,190,0,0,7
6059062641,"Census Tract 626.41, Orange County, California",3769,366,2421,1904,61,419,1348,978,0,0,0
6059062642,"Census Tract 626.42, Orange County, California",2908,247,2848,2555,0,209,60,55,0,0,0
6059062643,"Census Tract 626.43, Orange County, California",5510,453,5221,4030,0,1025,289,281,0,0,8
6059062644,"Census Tract 626.44, Orange County, California",7242,447,6993,6187,149,510,249,191,0,0,0
6059062645,"Census Tract 626.45, Orange County, California",6286,471,6025,4870,0,973,261,252,0,0,0
6059062646,"Census Tract 626.46, Orange County, California",3756,253,3563,3332,0,215,193,119,0,0,0
6059062647,"Census Tract 626.47, Orange County, California",4525,470,3626,3031,14,498,899,699,0,0,0
6059062701,"Census Tract 627.01, Orange County, California",2675,262,2557,2367,0,67,118,118,0,0,0
6059062702,"Census Tract 627.02, Orange County, California",4420,385,4078,3973,0,49,342,264,0,0,0
6059062800,"Census Tract 628, Orange County, California",4698,678,4464,4146,65,231,234,91,0,0,0
6059062900,"Census Tract 629, Orange County, California",1682,199,1539,1509,0,30,143,111,0,0,0
6059063004,"Census Tract 630.04, Orange County, California",5339,398,4910,4595,0,197,429,307,0,0,0
6059063005,"Census Tract 630.05, Orange County, California",1380,243,1380,1331,9,28,0,0,0,0,0
6059063006,"Census Tract 630.06, Orange County, California",2879,292,2643,2542,12,40,236,197,0,8,0
6059063007,"Census Tract 630.07, Orange County, California",6315,452,5869,5201,12,656,446,261,0,28,0
6059063008,"Census Tract 630.08, Orange County, California",824,117,797,797,0,0,27,9,0,0,14
6059063009,"Census Tract 630.09, Orange County, California",1570,254,1487,1334,0,63,83,83,0,0,0
