Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone
6059063010,"Census Tract 630.10, Orange County, California",6279,469,5908,5530,45,275,371,224,0,0,0
6059063101,"Census Tract 631.01, Orange County, California",2473,326,2185,1620,130,385,288,185,0,0,32
6059063102,"Census Tract 631.02, Orange County, California",6774,1245,5694,5227,40,197,1080,485,0,0,0
6059063103,"Census Tract 631.03, Orange County, California",2660,142,2551,2262,8,184,109,75,0,0,0
6059063201,"Census Tract 632.01, Orange County, California",3562,344,3257,2862,0,339,305,222,0,0,0
6059063202,"Census Tract 632.02, Orange County, California",3362,294,2867,2675,0,140,495,285,0,4,0
6059063301,"Census Tract 633.01, Orange County, California",2805,337,2683,2286,0,307,122,112,0,0,0
6059063302,"Census Tract 633.02, Orange County, California",3859,299,3473,3165,65,114,386,283,0,0,0
6059063400,"Census Tract 634, Orange County, California",4060,303,3939,3900,0,9,121,86,0,0,0
6059063500,"Census Tract 635, Orange County, California",5816,717,5317,4934,73,220,499,422,0,10,0
6059063601,"Census Tract 636.01, Orange County, California",3792,312,2848,2539,12,232,944,695,0,0,0
6059063603,"Census Tract 636.03, Orange County, California",6091,606,4574,4142,13,343,1517,765,29,0,0
6059063604,"Census Tract 636.04, Orange County, California",3837,510,1723,1437,22,181,2114,1088,0,0,0
6059063605,"Census Tract 636.05, Orange County, California",5145,599,1399,1268,11,120,3746,2169,85,0,0
6059063701,"Census Tract 637.01, Orange County, California",6838,528,1462,1048,40,244,5376,2899,51,33,0
6059063702,"Census Tract 637.02, Orange County, California",5465,821,2811,2050,121,467,2654,1682,0,0,0
6059063802,"Census Tract 638.02, Orange County, California",2960,209,2418,2297,0,80,542,274,0,0,0
6059063803,"Census Tract 638.03, Orange County, California",5044,475,3407,3094,67,147,1637,599,0,0,0
6059063805,"Census Tract 638.05, Orange County, California",2656,252,2307,2044,0,263,349,320,0,0,0
6059063806,"Census Tract 638.06, Orange County, California",3507,374,2773,2509,36,148,734,446,0,0,52
6059063807,"Census Tract 638.07, Orange County, California",4897,635,4206,2758,179,830,691,572,0,0,26
6059063808,"Census Tract 638.08, Orange County, California",6642,929,1886,1292,37,395,4756,2319,0,73,0
6059063902,"Census Tract 639.02, Orange County, California",6111,658,4446,3285,143,805,1665,1023,0,22,14
6059063903,"Census Tract 639.03, Orange County, California",4206,441,2505,1887,29,523,1701,1300,0,0,8
6059063904,"Census Tract 639.04, Orange County, California",4238,413,2833,2105,29,461,1405,964,0,0,0
6059063905,"Census Tract 639.05, Orange County, California",4253,342,3571,3062,24,321,682,392,0,27,0
6059063906,"Census Tract 639.06, Orange County, California",6523,778,3446,2731,137,420,3077,2117,0,17,0
6059063907,"Census Tract 639.07, Orange County, California",5415,421,4605,2800,99,1427,810,410,0,0,67
6059063908,"Census Tract 639.08, Orange County, California",6403,683,4951,3408,86,1306,1452,780,0,0,0
6059074003,"Census Tract 740.03, Orange County, California",2908,390,421,213,147,47,2487,1117,0,0,0
6059074004,"Census Tract 740.04, Orange County, California",7711,639,3320,1677,191,1375,4391,1633,0,76,12
6059074005,"Census Tract 740.05, Orange County, California",8119,747,2022,920,36,1054,6097,2134,0,0,0
6059074006,"Census Tract 740.06, Orange County, California",5405,609,2271,1361,106,702,3134,828,0,0,0
6059074102,"Census Tract 741.02, Orange County, California",7698,1166,965,354,143,468,6733,3435,0,0,61
6059074103,"Census Tract 741.03, Orange County, California",5131,589,321,204,0,117,4810,1836,0,0,0
6059074106,"Census Tract 741.06, Orange County, California",5745,407,2464,1552,207,615,3281,2061,45,0,28
6059074107,"Census Tract 741.07, Orange County, California",5928,584,4243,2429,289,1483,1685,789,0,0,46
6059074108,"Census Tract 741.08, Orange County, California",5690,731,718,149,15,47,4972,2202,0,33,41
6059074109,"Census Tract 741.09, Orange County, California",3269,611,613,244,39,291,2656,1500,36,0,0
6059074110,"Census Tract 741.10, Orange County, California",4474,566,2361,588,108,1608,2113,1529,0,25,0
6059074111,"Census Tract 741.11, Orange County, California",5822,459,1859,802,107,829,3963,2015,0,0,0
6059074200,"Census Tract 742, Orange County, California",9325,825,566,268,36,71,8759,3663,23,29,0
6059074300,"Census Tract 743, Orange County, California",4141,677,98,98,0,0,4043,1827,0,41,0
6059074403,"Census Tract 744.03, Orange County, California",5677,535,473,254,0,76,5204,1976,0,0,0
6059074405,"Census Tract 744.05, Orange County, California",6598,644,786,576,31,85,5812,2391,0,11,0
6059074406,"Census Tract 744.06, Orange County, California",4369,544,543,404,63,62,3826,1665,33,0,0
6059074407,"Census Tract 744.07, Orange County, California",6378,466,830,641,117,43,5548,1976,63,6,10
6059074408,"Census Tract 744.08, Orange County, California",4816,624,1375,610,168,476,3441,1238,0,9,0
6059074501,"Census Tract 745.01, Orange County, California",7317,694,915,143,0,563,6402,2973,0,0,0
6059074502,"Census Tract 745.02, Orange County, California",5916,738,381,87,8,286,5535,1519,0,0,0
6059074601,"Census Tract 746.01, Orange County, California",8019,893,593,506,0,68,7426,3022,0,0,0
6059074602,"Census Tract 746.02, Orange County, California",9486,844,362,280,0,0,9124,3199,0,12,0
6059074701,"Census Tract 747.01, Orange County, California",9014,780,502,133,134,0,8512,4130,0,131,10
6059074702,"Census Tract 747.02, Orange County, California",6892,642,306,205,17,84,6586,1761,0,144,0
6059074801,"Census Tract 748.01, Orange County, California",6471,682,415,278,114,23,6056,2684,13,0,0
6059074802,"Census Tract 748.02, Orange County, California",7298,888,461,135,35,139,6837,2827,0,0,36
6059074803,"Census Tract 748.03, Orange County, California",9478,874,1505,339,154,1012,7973,4627,0,160,21
6059074805,"Census Tract 748.05, Orange County, California",5724,567,152,104,48,0,5572,2875,0,0,0
6059074806,"Census Tract 748.06, Orange County, California",5117,473,264,19,228,0,4853,2636,0,25,0
6059074901,"Census Tract 749.01, Orange County, California",8276,808,425,130,0,169,7851,4320,0,10,0
6059074902,"Census Tract 749.02, Orange County, California",6720,672,199,68,0,90,6521,2866,0,0,0
6059075002,"Census Tract 750.02, Orange County, California",8936,757,691,233,87,340,8245,3141,11,0,0
6059075003,"Census Tract 750.03, Orange County, California",7746,599,229,175,25,29,7517,4082,0,0,28
6059075004,"Census Tract 750.04, Orange County, California",6455,893,359,179,22,94,6096,3620,0,0,0
6059075100,"Census Tract 751, Orange County, California",10841,983,3192,2401,131,508,7649,3691,0,8,0
6059075201,"Census Tract 752.01, Orange County, California",6099,484,218,138,0,80,5881,3148,0,97,0
6059075202,"Census Tract 752.02, Orange County, California",5230,573,598,120,30,448,4632,2489,0,49,0
6059075301,"Census Tract 753.01, Orange County, California",5773,529,2014,1267,146,552,3759,1646,37,0,0
6059075302,"Census Tract 753.02, Orange County, California",4524,431,907,735,69,103,3617,2350,7,0,0
6059075303,"Census Tract 753.03, Orange County, California",3926,427,2317,1845,24,335,1609,1008,0,23,0
6059075401,"Census Tract 754.01, Orange County, California",3644,355,1821,1625,72,86,1823,1078,0,0,0
6059075403,"Census Tract 754.03, Orange County, California",7192,682,2610,1902,144,486,4582,1827,0,11,0
6059075404,"Census Tract 754.04, Orange County, California",6477,603,2067,1721,0,325,4410,2320,0,104,0
6059075405,"Census Tract 754.05, Orange County, California",3317,371,1793,1606,42,64,1524,866,0,9,0
6059075504,"Census Tract 755.04, Orange County, California",3920,402,2926,2398,93,335,994,592,0,0,0
6059075505,"Census Tract 755.05, Orange County, California",3185,271,1845,1399,107,294,1340,478,0,106,0
6059075506,"Census Tract 755.06, Orange County, California",3911,365,3205,2422,95,554,706,452,0,0,0
6059075507,"Census Tract 755.07, Orange County, California",5305,522,2656,1608,156,705,2649,1048,0,12,0
6059075512,"Census Tract 755.12, Orange County, California",2932,665,1881,1133,90,594,1051,477,11,0,0
6059075513,"Census Tract 755.13, Orange County, California",4938,559,2684,1508,138,899,2254,798,0,0,0
6059075514,"Census Tract 755.14, Orange County, California",3571,468,1472,528,316,596,2099,1164,0,34,0
6059075515,"Census Tract 755.15, Orange County, California",9919,1048,5359,2153,86,2872,4560,1521,29,47,10
6059075603,"Census Tract 756.03, Orange County, California",5139,408,4184,3733,0,117,955,354,0,48,10
6059075604,"Census Tract 756.04, Orange County, California",8371,410,7663,6328,91,986,708,392,0,0,84
6059075605,"Census Tract 756.05, Orange County, California",6286,306,5648,4279,0,1154,638,396,0,0,15
6059075606,"Census Tract 756.06, Orange County, California",7470,497,6792,5534,0,1191,678,527,0,0,0
6059075607,"Census Tract 756.07, Orange County, California",5825,512,5302,3499,98,1357,523,358,12,0,0
6059075701,"Census Tract 757.01, Orange County, California",7085,668,4608,3931,39,552,2477,1055,7,0,93
6059075702,"Census Tract 757.02, Orange County, California",4152,434,2754,2470,0,243,1398,1237,0,40,0
6059075703,"Census Tract 757.03, Orange County, California",4694,291,4340,3907,0,320,354,184,0,0,0
6059075805,"Census Tract 758.05, Orange County, California",3983,393,2439,2337,0,65,1544,721,0,14,15
6059075806,"Census Tract 758.06, Orange County, California",5585,455,3365,2678,0,463,2220,1323,0,0,8
6059075807,"Census Tract 758.07, Orange County, California",4336,398,2148,1585,31,477,2188,691,0,30,0
6059075808,"Census Tract 758.08, Orange County, California",3626,341,2974,2774,70,43,652,262,0,0,0
6059075809,"Census Tract 758.09, Orange County, California",3213,229,3095,2836,0,160,118,94,0,0,0
6059075810,"Census Tract 758.10, Orange County, California",3367,337,3088,2430,0,514,279,155,0,0,0
6059075811,"Census Tract 758.11, Orange County, California",3220,551,1415,1223,0,192,1805,1014,0,0,0
6059075812,"Census Tract 758.12, Orange County, California",7001,559,3531,3001,147,317,3470,1184,0,0,0
6059075813,"Census Tract 758.13, Orange County, California",5218,423,3567,2598,10,942,1651,724,0,0,0
6059075814,"Census Tract 758.14, Orange County, California",3458,177,3316,2190,68,967,142,56,0,0,17
6059075815,"Census Tract 758.15, Orange County, California",5190,774,2907,2455,0,324,2283,540,0,16,0
6059075816,"Census Tract 758.16, Orange County, California",3768,447,2243,1488,0,703,1525,927,0,8,0
6059075901,"Census Tract 759.01, Orange County, California",4068,438,2147,1869,117,63,1921,500,0,40,0
6059075902,"Census Tract 759.02, Orange County, California",6693,494,3985,3159,178,502,2708,1095,0,0,0
6059076000,"Census Tract 760, Orange County, California",8831,808,5149,4247,149,694,3682,1375,0,0,0
6059076101,"Census Tract 761.01, Orange County, California",6438,638,2905,1786,63,839,3533,1643,5,40,0
6059076102,"Census Tract 761.02, Orange County, California",6101,666,3403,2053,190,1042,2698,1015,0,11,0
6059076103,"Census Tract 761.03, Orange County, California",9565,990,3455,1375,25,1918,6110,2748,7,16,0
6059076201,"Census Tract 762.01, Orange County, California",5759,325,4592,3426,452,656,1167,548,8,0,12
6059076202,"Census Tract 762.02, Orange County, California",5877,440,3661,3159,212,159,2216,830,0,0,53
6059076204,"Census Tract 762.04, Orange County, California",3586,537,1129,642,105,193,2457,1460,0,41,0
6059076205,"Census Tract 762.05, Orange County, California",6701,566,3927,3431,103,241,2774,1467,23,21,26
6059076206,"Census Tract 762.06, Orange County, California",4269,383,2967,2582,11,296,1302,453,0,59,32
6059076208,"Census Tract 762.08, Orange County, California",4904,639,3273,2806,103,302,1631,362,0,0,0
6059086301,"Census Tract 863.01, Orange County, California",7424,703,1861,1149,28,599,5563,4368,0,103,0
6059086303,"Census Tract 863.03, Orange County, California",4910,314,2998,2111,0,590,1912,1342,16,0,0
6059086304,"Census Tract 863.04, Orange County, California",4748,463,2536,1785,264,432,2212,1579,0,0,0
6059086305,"Census Tract 863.05, Orange County, California",3957,308,2179,1254,78,672,1778,1014,28,11,38
6059086306,"Census Tract 863.06, Orange County, California",3953,385,2180,1468,155,547,1773,1590,0,0,17
6059086402,"Census Tract 864.02, Orange County, California",5051,574,1344,1111,0,111,3707,3074,0,0,10
6059086404,"Census Tract 864.04, Orange County, California",5806,624,1320,615,10,695,4486,2651,0,147,0
6059086405,"Census Tract 864.05, Orange County, California",7238,563,1044,641,43,276,6194,4270,0,0,12
6059086406,"Census Tract 864.06, Orange County, California",4721,572,1524,1144,39,185,3197,1746,0,0,0
6059086407,"Census Tract 864.07, Orange County, California",6652,888,2870,2097,19,664,3782,3174,0,0,0
6059086501,"Census Tract 865.01, Orange County, California",4628,646,769,622,0,65,3859,2929,10,0,0
6059086502,"Census Tract 865.02, Orange County, California",6324,697,274,181,9,84,6050,4910,51,9,0
6059086601,"Census Tract 866.01, Orange County, California",10641,1284,1833,952,354,359,8808,4824,0,0,0
6059086602,"Census Tract 866.02, Orange County, California",6296,684,1892,1073,139,635,4404,2482,0,22,0
6059086701,"Census Tract 867.01, Orange County, California",9907,1028,4090,2244,113,1596,5817,3995,13,0,0
6059086702,"Census Tract 867.02, Orange County, California",6600,554,2264,1050,298,844,4336,1904,0,0,40
6059086801,"Census Tract 868.01, Orange County, California",3256,247,2098,1353,28,695,1158,783,0,0,0
6059086802,"Census Tract 868.02, Orange County, California",5534,515,2687,1039,131,1408,2847,1837,23,0,0
6059086803,"Census Tract 868.03, Orange County, California",7470,693,5227,2366,710,1998,2243,1269,0,0,0
6059086901,"Census Tract 869.01, Orange County, California",8076,691,4926,2244,702,1831,3150,1450,0,95,0
6059086902,"Census Tract 869.02, Orange County, California",5115,474,3751,1941,382,1392,1364,483,0,0,0
6059086903,"Census Tract 869.03, Orange County, California",6310,648,2993,1874,62,734,3317,1229,0,19,22
6059087001,"Census Tract 870.01, Orange County, California",5620,497,2580,1544,183,707,3040,1737,0,0,0
6059087002,"Census Tract 870.02, Orange County, California",6697,498,4124,2525,375,910,2573,921,0,12,0
6059087101,"Census Tract 871.01, Orange County, California",4485,420,2988,1216,229,1383,1497,673,0,0,30
6059087102,"Census Tract 871.02, Orange County, California",6442,622,2872,1359,230,1113,3570,1215,0,6,0
6059087103,"Census Tract 871.03, Orange County, California",9131,931,4956,2580,294,1857,4175,1723,0,0,0
6059087105,"Census Tract 871.05, Orange County, California",4128,369,2146,1057,158,810,1982,975,0,0,0
6059087106,"Census Tract 871.06, Orange County, California",4781,455,1375,704,6,618,3406,2145,45,0,23
6059087200,"Census Tract 872, Orange County, California",6773,651,3330,2427,50,684,3443,1934,17,0,0
6059087300,"Census Tract 873, Orange County, California",10300,841,2700,1565,242,764,7600,6257,57,125,16
6059087401,"Census Tract 874.01, Orange County, California",3747,408,976,840,51,24,2771,2102,27,0,0
6059087403,"Census Tract 874.03, Orange County, California",3592,733,712,495,0,138,2880,2547,0,52,0
6059087404,"Census Tract 874.04, Orange County, California",3841,398,232,54,165,0,3609,2861,0,43,0
6059087405,"Census Tract 874.05, Orange County, California",6678,575,953,554,0,388,5725,3911,31,9,0
6059087501,"Census Tract 875.01, Orange County, California",5021,463,1657,865,43,712,3364,2266,9,0,0
6059087503,"Census Tract 875.03, Orange County, California",6396,497,2015,1326,97,530,4381,1634,0,0,42
6059087504,"Census Tract 875.04, Orange County, California",7997,790,1675,874,46,521,6322,3829,26,0,0
6059087601,"Census Tract 876.01, Orange County, California",3998,518,2312,1454,270,444,1686,979,0,0,0
6059087602,"Census Tract 876.02, Orange County, California",8467,858,4467,2517,264,1661,4000,1372,0,0,53
6059087701,"Census Tract 877.01, Orange County, California",5369,471,3171,1433,120,1529,2198,958,0,0,25
6059087703,"Census Tract 877.03, Orange County, California",7318,915,3573,1884,33,1152,3745,1559,18,0,0
6059087704,"Census Tract 877.04, Orange County, California",4788,631,2670,1306,0,749,2118,892,0,0,0
6059087801,"Census Tract 878.01, Orange County, California",5282,492,3067,1881,145,738,2215,717,10,0,0
6059087802,"Census Tract 878.02, Orange County, California",6961,933,3785,1951,122,1524,3176,1487,108,15,23
